airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
SpiceJet,22-07-2019,7,July,Monday,Yes,Surat,Ahmedabad,SUR-CHE-IND-AHM,SUR,CHE,IND,AHM,2 stops,15:23,22:47,5h 0min,300,Domestic_Long,No info,10305,34.35
Alliance Air,20-06-2023,6,June,Tuesday,No,Delhi,Varanasi,DEL-BAN-VAR,DEL,BAN,VAR,,1 stop,18:29,13:03,8h 15min,495,Domestic_Long,Red-eye flight,7221,14.59
IndiGo,11-10-2025,10,October,Saturday,No,Nagpur,Chennai,NAG-VAR-SUR-CHE,NAG,VAR,SUR,CHE,2 stops,04:47,22:49,9h 30min,570,Domestic_Long,Limited seats,5298,9.29
IndiGo,08-01-2020,1,January,Wednesday,No,Lucknow,Raipur,LUC-RAI,LUC,RAI,,,non-stop,04:43,13:23,4h 15min,255,Domestic_Long,Business class available,9966,39.08
SpiceJet,21-11-2020,11,November,Saturday,No,Jaipur,Varanasi,JAI-BHU-VAR,JAI,BHU,VAR,,1 stop,21:56,05:45,1h 45min,105,Domestic_Short,Extra baggage allowed,10132,96.5
SpiceJet,27-07-2025,7,July,Sunday,No,Bhubaneswar,Kolkata,BHU-AHM-PUN-KOL,BHU,AHM,PUN,KOL,2 stops,03:41,14:41,12h 30min,750,Domestic_Long,Limited seats,6344,8.46
IndiGo,10-04-2021,4,April,Saturday,Yes,Varanasi,Ahmedabad,VAR-KOL-DEL-AHM,VAR,KOL,DEL,AHM,2 stops,22:12,05:31,7h 45min,465,Domestic_Long,Red-eye flight,13156,28.29
TruJet,20-10-2024,10,October,Sunday,Yes,Patna,Raipur,PAT-IND-DEL-RAI,PAT,IND,DEL,RAI,2 stops,19:04,12:01,14h 45min,885,Domestic_Long,No info,6572,7.43
Air India,22-06-2023,6,June,Thursday,No,Goa,Jaipur,GOA-DEL-JAI,GOA,DEL,JAI,,1 stop,00:57,17:22,7h 15min,435,Domestic_Long,Extra baggage allowed,13093,30.1
Akasa Air,08-09-2022,9,September,Thursday,No,Guwahati,Hyderabad,GUW-JAI-HYD,GUW,JAI,HYD,,1 stop,13:25,14:51,6h 45min,405,Domestic_Long,In-flight meal not included,7891,19.48
Akasa Air,27-02-2023,2,February,Monday,No,Chennai,Indore,CHE-SUR-AHM-RAI-IND,CHE,SUR,AHM,RAI,3 stops,13:41,10:02,7h 15min,435,Domestic_Long,1 Long layover,8338,19.17
Vistara,08-12-2022,12,December,Thursday,No,Guwahati,Lucknow,GUW-PUN-LUC,GUW,PUN,LUC,,1 stop,00:38,15:13,1h 30min,90,Domestic_Short,In-flight meal not included,8762,97.36
TruJet,07-05-2019,5,May,Tuesday,No,Jaipur,Delhi,JAI-VAR-DEL,JAI,VAR,DEL,,1 stop,11:34,10:06,8h 30min,510,Domestic_Long,No info,6309,12.37
Alliance Air,25-04-2024,4,April,Thursday,Yes,Pune,Delhi,PUN-VAR-DEL,PUN,VAR,DEL,,1 stop,23:38,03:14,5h 30min,330,Domestic_Long,Extra baggage allowed,5657,17.14
IndiGo,19-10-2019,10,October,Saturday,Yes,Jaipur,Ahmedabad,JAI-AHM,JAI,AHM,,,non-stop,21:50,03:07,4h 45min,285,Domestic_Long,No info,8469,29.72
Star Air,21-06-2022,6,June,Tuesday,No,Cochin,Bhubaneswar,COC-CHE-BAN-MUM-BHU,COC,CHE,BAN,MUM,3 stops,00:30,01:53,3h 45min,225,Domestic_Long,Business class available,8122,36.1
IndiGo,05-08-2021,8,August,Thursday,No,Pune,Delhi,PUN-KOL-DEL,PUN,KOL,DEL,,1 stop,18:49,02:01,12h 15min,735,Domestic_Long,Extra baggage allowed,8107,11.03
Star Air,16-06-2024,6,June,Sunday,No,Mumbai,Ahmedabad,MUM-IND-DEL-AHM,MUM,IND,DEL,AHM,2 stops,18:01,13:19,15h 45min,945,Domestic_Long,Limited seats,7682,8.13
Akasa Air,16-05-2020,5,May,Saturday,No,Indore,Delhi,IND-JAI-HYD-DEL,IND,JAI,HYD,DEL,2 stops,08:01,01:24,13h 30min,810,Domestic_Long,WiFi available,13100,16.17
Akasa Air,25-03-2020,3,March,Wednesday,No,Ahmedabad,Raipur,AHM-VAR-HYD-IND-RAI,AHM,VAR,HYD,IND,3 stops,08:59,10:11,6h 15min,375,Domestic_Long,Extra baggage allowed,11634,31.02
Vistara,26-10-2022,10,October,Wednesday,Yes,Surat,Hyderabad,SUR-IND-HYD,SUR,IND,HYD,,1 stop,06:56,11:13,10h 0min,600,Domestic_Long,Red-eye flight,5058,8.43
AirAsia India,25-11-2022,11,November,Friday,Yes,Guwahati,Mumbai,GUW-NAG-RAI-MUM,GUW,NAG,RAI,MUM,2 stops,18:17,17:34,1h 15min,75,Domestic_Short,No info,11848,157.97
Star Air,05-11-2020,11,November,Thursday,No,Kolkata,Cochin,KOL-PAT-HYD-BHU-COC,KOL,PAT,HYD,BHU,3 stops,09:24,01:14,8h 0min,480,Domestic_Long,New aircraft,14736,30.7
TruJet,25-08-2022,8,August,Thursday,No,Cochin,Varanasi,COC-VAR,COC,VAR,,,non-stop,23:48,14:23,13h 45min,825,Domestic_Long,Red-eye flight,4450,5.39
Alliance Air,05-09-2023,9,September,Tuesday,No,Patna,Jaipur,PAT-RAI-SUR-AHM-JAI,PAT,RAI,SUR,AHM,3 stops,21:55,22:11,9h 0min,540,Domestic_Long,In-flight meal not included,10164,18.82
Vistara,19-02-2022,2,February,Saturday,No,Lucknow,Bhubaneswar,LUC-JAI-BHU,LUC,JAI,BHU,,1 stop,09:49,03:36,5h 0min,300,Domestic_Long,Limited seats,11934,39.78
Alliance Air,14-11-2021,11,November,Sunday,No,Goa,Kolkata,GOA-VAR-KOL,GOA,VAR,KOL,,1 stop,10:41,07:26,4h 45min,285,Domestic_Long,Red-eye flight,9449,33.15
TruJet,18-12-2024,12,December,Wednesday,Yes,Bangalore,Nagpur,BAN-NAG,BAN,NAG,,,non-stop,19:57,21:15,7h 45min,465,Domestic_Long,New aircraft,4883,10.5
GoAir,16-11-2020,11,November,Monday,Yes,Patna,Lucknow,PAT-LUC,PAT,LUC,,,non-stop,06:13,02:40,3h 0min,180,Domestic_Long,Limited seats,8416,46.76
Vistara,01-05-2023,5,May,Monday,No,Indore,Patna,IND-AHM-JAI-RAI-PAT,IND,AHM,JAI,RAI,3 stops,01:09,14:24,9h 30min,570,Domestic_Long,Business class available,13692,24.02
TruJet,09-09-2022,9,September,Friday,No,Bangalore,Jaipur,BAN-JAI,BAN,JAI,,,non-stop,08:43,16:44,1h 30min,90,Domestic_Short,1 Long layover,9711,107.9
GoAir,01-03-2024,3,March,Friday,No,Raipur,Lucknow,RAI-IND-KOL-LUC,RAI,IND,KOL,LUC,2 stops,14:23,19:01,7h 15min,435,Domestic_Long,In-flight meal not included,6385,14.68
IndiGo,22-08-2020,8,August,Saturday,No,Cochin,Nagpur,COC-NAG,COC,NAG,,,non-stop,02:23,01:56,4h 30min,270,Domestic_Long,Extra baggage allowed,6030,22.33
Star Air,15-08-2025,8,August,Friday,No,Jaipur,Mumbai,JAI-BAN-COC-RAI-MUM,JAI,BAN,COC,RAI,3 stops,01:07,12:14,8h 45min,525,Domestic_Long,Business class available,11648,22.19
Akasa Air,17-10-2024,10,October,Thursday,Yes,Raipur,Delhi,RAI-AHM-DEL,RAI,AHM,DEL,,1 stop,00:09,03:26,15h 45min,945,Domestic_Long,New aircraft,6149,6.51
TruJet,14-10-2021,10,October,Thursday,Yes,Raipur,Pune,RAI-VAR-PUN,RAI,VAR,PUN,,1 stop,00:41,09:09,7h 45min,465,Domestic_Long,In-flight meal not included,6644,14.29
Air India,08-05-2020,5,May,Friday,No,Bhubaneswar,Chennai,BHU-HYD-JAI-CHE,BHU,HYD,JAI,CHE,2 stops,05:55,23:54,9h 30min,570,Domestic_Long,New aircraft,8709,15.28
Alliance Air,21-01-2025,1,January,Tuesday,No,Pune,Bangalore,PUN-GUW-BAN,PUN,GUW,BAN,,1 stop,13:41,17:14,4h 30min,270,Domestic_Long,1 Long layover,4749,17.59
Akasa Air,18-11-2025,11,November,Tuesday,No,Chennai,Guwahati,CHE-SUR-VAR-GUW,CHE,SUR,VAR,GUW,2 stops,09:32,08:04,9h 45min,585,Domestic_Long,Limited seats,10235,17.5
TruJet,25-09-2019,9,September,Wednesday,No,Bangalore,Cochin,BAN-NAG-MUM-COC,BAN,NAG,MUM,COC,2 stops,13:00,07:06,14h 30min,870,Domestic_Long,Extra baggage allowed,5207,5.99
IndiGo,15-07-2019,7,July,Monday,No,Ahmedabad,Delhi,AHM-RAI-DEL,AHM,RAI,DEL,,1 stop,14:33,12:20,5h 15min,315,Domestic_Long,In-flight meal not included,6647,21.1
AirAsia India,28-01-2022,1,January,Friday,Yes,Indore,Guwahati,IND-JAI-GUW,IND,JAI,GUW,,1 stop,01:51,13:14,5h 30min,330,Domestic_Long,New aircraft,5818,17.63
Akasa Air,19-10-2021,10,October,Tuesday,Yes,Mumbai,Kolkata,MUM-COC-KOL,MUM,COC,KOL,,1 stop,20:58,00:03,4h 45min,285,Domestic_Long,Limited seats,10205,35.81
Star Air,26-06-2024,6,June,Wednesday,No,Lucknow,Goa,LUC-GOA,LUC,GOA,,,non-stop,06:49,00:37,12h 0min,720,Domestic_Long,Red-eye flight,9412,13.07
Akasa Air,11-08-2023,8,August,Friday,No,Goa,Nagpur,GOA-GUW-IND-JAI-NAG,GOA,GUW,IND,JAI,3 stops,20:31,01:19,4h 30min,270,Domestic_Long,Red-eye flight,12887,47.73
Akasa Air,01-05-2024,5,May,Wednesday,No,Pune,Mumbai,PUN-MUM,PUN,MUM,,,non-stop,03:16,04:07,9h 0min,540,Domestic_Long,New aircraft,4826,8.94
SpiceJet,06-07-2023,7,July,Thursday,No,Cochin,Nagpur,COC-AHM-RAI-NAG,COC,AHM,RAI,NAG,2 stops,08:12,22:02,3h 15min,195,Domestic_Long,Business class available,8065,41.36
SpiceJet,02-01-2023,1,January,Monday,No,Nagpur,Hyderabad,NAG-CHE-VAR-PUN-HYD,NAG,CHE,VAR,PUN,3 stops,22:14,17:12,5h 45min,345,Domestic_Long,Extra baggage allowed,9434,27.34
AirAsia India,21-04-2021,4,April,Wednesday,Yes,Chennai,Surat,CHE-SUR,CHE,SUR,,,non-stop,07:25,14:17,5h 15min,315,Domestic_Long,Business class available,10044,31.89
IndiGo,12-03-2019,3,March,Tuesday,Yes,Bhubaneswar,Guwahati,BHU-CHE-MUM-GUW,BHU,CHE,MUM,GUW,2 stops,04:01,13:05,12h 45min,765,Domestic_Long,Business class available,11598,15.16
AirAsia India,15-01-2021,1,January,Friday,No,Raipur,Varanasi,RAI-LUC-VAR,RAI,LUC,VAR,,1 stop,04:48,01:16,11h 15min,675,Domestic_Long,Red-eye flight,10015,14.84
IndiGo,09-05-2019,5,May,Thursday,No,Varanasi,Pune,VAR-COC-PUN,VAR,COC,PUN,,1 stop,13:32,04:49,15h 30min,930,Domestic_Long,WiFi available,12524,13.47
Vistara,14-11-2025,11,November,Friday,No,Surat,Bangalore,SUR-GUW-BAN,SUR,GUW,BAN,,1 stop,21:34,23:12,15h 0min,900,Domestic_Long,Red-eye flight,12124,13.47
Alliance Air,09-03-2021,3,March,Tuesday,No,Cochin,Chennai,COC-PUN-CHE,COC,PUN,CHE,,1 stop,09:55,04:48,2h 45min,165,Domestic_Long,In-flight meal not included,12296,74.52
Star Air,28-03-2021,3,March,Sunday,No,Kolkata,Hyderabad,KOL-COC-GOA-NAG-HYD,KOL,COC,GOA,NAG,3 stops,10:37,16:18,6h 45min,405,Domestic_Long,Business class available,8630,21.31
IndiGo,01-05-2023,5,May,Monday,Yes,Jaipur,Bhubaneswar,JAI-GOA-PUN-BHU,JAI,GOA,PUN,BHU,2 stops,06:22,07:09,3h 45min,225,Domestic_Long,1 Long layover,13828,61.46
Alliance Air,23-01-2021,1,January,Saturday,Yes,Ahmedabad,Pune,AHM-PUN,AHM,PUN,,,non-stop,19:46,15:00,11h 30min,690,Domestic_Long,WiFi available,5221,7.57
Alliance Air,05-08-2022,8,August,Friday,No,Lucknow,Surat,LUC-RAI-SUR,LUC,RAI,SUR,,1 stop,10:04,08:54,15h 30min,930,Domestic_Long,WiFi available,7652,8.23
AirAsia India,06-04-2020,4,April,Monday,No,Ahmedabad,Patna,AHM-MUM-HYD-PAT,AHM,MUM,HYD,PAT,2 stops,11:54,01:43,2h 0min,120,Domestic_Long,1 Long layover,10676,88.97
Star Air,06-08-2022,8,August,Saturday,No,Cochin,Kolkata,COC-MUM-NAG-KOL,COC,MUM,NAG,KOL,2 stops,20:55,00:59,8h 30min,510,Domestic_Long,Limited seats,14473,28.38
Air India,16-08-2023,8,August,Wednesday,No,Kolkata,Jaipur,KOL-GUW-JAI,KOL,GUW,JAI,,1 stop,15:39,10:42,15h 15min,915,Domestic_Long,New aircraft,12851,14.04
Air India,25-08-2024,8,August,Sunday,No,Nagpur,Varanasi,NAG-GOA-BAN-VAR,NAG,GOA,BAN,VAR,2 stops,06:06,03:49,11h 0min,660,Domestic_Long,Red-eye flight,8367,12.68
Air India,19-07-2025,7,July,Saturday,Yes,Jaipur,Surat,JAI-SUR,JAI,SUR,,,non-stop,08:18,01:21,15h 0min,900,Domestic_Long,Extra baggage allowed,7950,8.83
Star Air,21-12-2020,12,December,Monday,Yes,Jaipur,Indore,JAI-IND,JAI,IND,,,non-stop,11:48,16:20,9h 0min,540,Domestic_Long,Limited seats,8690,16.09
TruJet,01-07-2022,7,July,Friday,No,Pune,Cochin,PUN-DEL-BHU-COC,PUN,DEL,BHU,COC,2 stops,17:16,12:57,6h 45min,405,Domestic_Long,No info,6856,16.93
GoAir,14-02-2020,2,February,Friday,No,Ahmedabad,Jaipur,AHM-RAI-JAI,AHM,RAI,JAI,,1 stop,08:12,11:42,4h 45min,285,Domestic_Long,No info,12245,42.96
IndiGo,15-10-2024,10,October,Tuesday,No,Raipur,Nagpur,RAI-DEL-BAN-NAG,RAI,DEL,BAN,NAG,2 stops,17:55,15:04,14h 0min,840,Domestic_Long,Extra baggage allowed,6438,7.66
SpiceJet,19-08-2024,8,August,Monday,No,Jaipur,Raipur,JAI-MUM-PUN-CHE-RAI,JAI,MUM,PUN,CHE,3 stops,07:09,12:50,4h 0min,240,Domestic_Long,1 Long layover,14968,62.37
AirAsia India,16-11-2019,11,November,Saturday,No,Delhi,Ahmedabad,DEL-NAG-BHU-RAI-AHM,DEL,NAG,BHU,RAI,3 stops,08:29,03:53,10h 45min,645,Domestic_Long,1 Long layover,11593,17.97
Alliance Air,26-06-2019,6,June,Wednesday,Yes,Raipur,Indore,RAI-GUW-IND,RAI,GUW,IND,,1 stop,00:40,09:02,14h 0min,840,Domestic_Long,In-flight meal not included,6908,8.22
IndiGo,06-01-2023,1,January,Friday,Yes,Pune,Surat,PUN-BHU-SUR,PUN,BHU,SUR,,1 stop,06:12,13:21,12h 0min,720,Domestic_Long,New aircraft,5192,7.21
GoAir,16-01-2020,1,January,Thursday,No,Varanasi,Cochin,VAR-GUW-COC,VAR,GUW,COC,,1 stop,01:50,18:40,5h 15min,315,Domestic_Long,New aircraft,5149,16.35
TruJet,06-10-2023,10,October,Friday,No,Jaipur,Mumbai,JAI-DEL-GOA-MUM,JAI,DEL,GOA,MUM,2 stops,09:50,05:41,5h 30min,330,Domestic_Long,1 Long layover,10579,32.06
Akasa Air,01-02-2023,2,February,Wednesday,No,Ahmedabad,Delhi,AHM-KOL-HYD-GUW-DEL,AHM,KOL,HYD,GUW,3 stops,16:47,22:12,14h 0min,840,Domestic_Long,Extra baggage allowed,12908,15.37
Air India,05-07-2020,7,July,Sunday,No,Ahmedabad,Varanasi,AHM-GUW-HYD-VAR,AHM,GUW,HYD,VAR,2 stops,07:19,04:44,14h 45min,885,Domestic_Long,In-flight meal not included,8504,9.61
Air India,25-05-2022,5,May,Wednesday,No,Bangalore,Mumbai,BAN-MUM,BAN,MUM,,,non-stop,07:01,07:49,15h 30min,930,Domestic_Long,Business class available,6385,6.87
AirAsia India,11-12-2020,12,December,Friday,Yes,Bhubaneswar,Guwahati,BHU-GOA-HYD-SUR-GUW,BHU,GOA,HYD,SUR,3 stops,08:30,09:26,8h 30min,510,Domestic_Long,Extra baggage allowed,7609,14.92
Akasa Air,22-07-2023,7,July,Saturday,Yes,Varanasi,Nagpur,VAR-NAG,VAR,NAG,,,non-stop,08:11,07:27,13h 0min,780,Domestic_Long,Business class available,4197,5.38
Star Air,04-07-2020,7,July,Saturday,No,Raipur,Lucknow,RAI-IND-GUW-PAT-LUC,RAI,IND,GUW,PAT,3 stops,22:51,09:57,14h 15min,855,Domestic_Long,WiFi available,8941,10.46
IndiGo,12-12-2024,12,December,Thursday,No,Goa,Delhi,GOA-RAI-PAT-DEL,GOA,RAI,PAT,DEL,2 stops,13:22,12:30,13h 0min,780,Domestic_Long,In-flight meal not included,8818,11.31
IndiGo,21-07-2021,7,July,Wednesday,No,Pune,Delhi,PUN-IND-HYD-DEL,PUN,IND,HYD,DEL,2 stops,07:38,22:43,6h 15min,375,Domestic_Long,Red-eye flight,13170,35.12
Vistara,02-06-2022,6,June,Thursday,No,Bhubaneswar,Bangalore,BHU-IND-BAN,BHU,IND,BAN,,1 stop,15:17,07:38,6h 0min,360,Domestic_Long,Business class available,11206,31.13
Alliance Air,04-04-2021,4,April,Sunday,No,Goa,Bangalore,GOA-LUC-HYD-IND-BAN,GOA,LUC,HYD,IND,3 stops,22:54,08:59,13h 30min,810,Domestic_Long,In-flight meal not included,15205,18.77
IndiGo,04-04-2020,4,April,Saturday,Yes,Bangalore,Mumbai,BAN-LUC-HYD-MUM,BAN,LUC,HYD,MUM,2 stops,07:10,06:19,3h 0min,180,Domestic_Long,1 Long layover,11854,65.86
TruJet,20-08-2024,8,August,Tuesday,Yes,Ahmedabad,Cochin,AHM-SUR-KOL-COC,AHM,SUR,KOL,COC,2 stops,04:39,00:00,12h 45min,765,Domestic_Long,In-flight meal not included,9836,12.86
Akasa Air,27-05-2020,5,May,Wednesday,No,Guwahati,Ahmedabad,GUW-IND-HYD-AHM,GUW,IND,HYD,AHM,2 stops,18:10,20:14,12h 15min,735,Domestic_Long,In-flight meal not included,8024,10.92
GoAir,05-09-2023,9,September,Tuesday,No,Goa,Bangalore,GOA-LUC-RAI-BAN,GOA,LUC,RAI,BAN,2 stops,11:28,17:43,15h 0min,900,Domestic_Long,No info,9233,10.26
IndiGo,12-07-2023,7,July,Wednesday,No,Jaipur,Delhi,JAI-DEL,JAI,DEL,,,non-stop,03:48,21:43,12h 15min,735,Domestic_Long,In-flight meal not included,6861,9.33
AirAsia India,01-10-2022,10,October,Saturday,No,Varanasi,Hyderabad,VAR-GOA-HYD,VAR,GOA,HYD,,1 stop,12:00,02:16,13h 0min,780,Domestic_Long,Red-eye flight,12043,15.44
SpiceJet,22-07-2021,7,July,Thursday,No,Goa,Nagpur,GOA-SUR-HYD-GUW-NAG,GOA,SUR,HYD,GUW,3 stops,15:06,09:14,8h 0min,480,Domestic_Long,Extra baggage allowed,14046,29.26
Air India,26-03-2024,3,March,Tuesday,Yes,Ahmedabad,Nagpur,AHM-KOL-NAG,AHM,KOL,NAG,,1 stop,15:47,00:53,8h 30min,510,Domestic_Long,Limited seats,12161,23.85
TruJet,27-03-2019,3,March,Wednesday,Yes,Chennai,Goa,CHE-NAG-PAT-GOA,CHE,NAG,PAT,GOA,2 stops,00:59,23:52,8h 15min,495,Domestic_Long,In-flight meal not included,9174,18.53
Air India,14-03-2023,3,March,Tuesday,No,Patna,Ahmedabad,PAT-PUN-AHM,PAT,PUN,AHM,,1 stop,08:45,03:13,11h 30min,690,Domestic_Long,Business class available,5961,8.64
TruJet,28-10-2022,10,October,Friday,No,Kolkata,Delhi,KOL-GUW-RAI-SUR-DEL,KOL,GUW,RAI,SUR,3 stops,16:13,13:18,9h 0min,540,Domestic_Long,In-flight meal not included,10907,20.2
SpiceJet,24-02-2019,2,February,Sunday,No,Hyderabad,Lucknow,HYD-PUN-JAI-LUC,HYD,PUN,JAI,LUC,2 stops,08:08,08:41,15h 15min,915,Domestic_Long,Extra baggage allowed,8949,9.78
SpiceJet,17-01-2024,1,January,Wednesday,No,Bangalore,Ahmedabad,BAN-SUR-AHM,BAN,SUR,AHM,,1 stop,18:33,02:10,10h 0min,600,Domestic_Long,Business class available,5567,9.28
Air India,17-08-2025,8,August,Sunday,No,Jaipur,Ahmedabad,JAI-IND-HYD-LUC-AHM,JAI,IND,HYD,LUC,3 stops,17:49,16:58,6h 30min,390,Domestic_Long,Red-eye flight,9507,24.38
Vistara,25-01-2024,1,January,Thursday,Yes,Jaipur,Mumbai,JAI-SUR-MUM,JAI,SUR,MUM,,1 stop,15:01,07:25,15h 30min,930,Domestic_Long,New aircraft,13379,14.39
TruJet,07-02-2020,2,February,Friday,Yes,Bangalore,Ahmedabad,BAN-NAG-CHE-AHM,BAN,NAG,CHE,AHM,2 stops,04:00,10:18,5h 0min,300,Domestic_Long,1 Long layover,11178,37.26
Vistara,19-03-2023,3,March,Sunday,No,Lucknow,Chennai,LUC-CHE,LUC,CHE,,,non-stop,13:58,13:17,13h 15min,795,Domestic_Long,In-flight meal not included,5446,6.85
Alliance Air,28-05-2021,5,May,Friday,No,Jaipur,Bangalore,JAI-AHM-BHU-BAN,JAI,AHM,BHU,BAN,2 stops,06:53,00:33,11h 0min,660,Domestic_Long,Red-eye flight,8795,13.33
Alliance Air,25-09-2025,9,September,Thursday,No,Guwahati,Hyderabad,GUW-DEL-AHM-JAI-HYD,GUW,DEL,AHM,JAI,3 stops,14:32,09:20,8h 30min,510,Domestic_Long,Red-eye flight,15230,29.86
Vistara,21-10-2024,10,October,Monday,No,Mumbai,Indore,MUM-IND,MUM,IND,,,non-stop,13:37,15:45,11h 30min,690,Domestic_Long,Extra baggage allowed,8716,12.63
IndiGo,19-03-2024,3,March,Tuesday,No,Goa,Mumbai,GOA-RAI-COC-SUR-MUM,GOA,RAI,COC,SUR,3 stops,12:36,07:54,12h 30min,750,Domestic_Long,Limited seats,8914,11.89
TruJet,13-01-2025,1,January,Monday,Yes,Goa,Varanasi,GOA-MUM-CHE-RAI-VAR,GOA,MUM,CHE,RAI,3 stops,02:02,20:58,12h 0min,720,Domestic_Long,Business class available,13361,18.56
Star Air,28-07-2021,7,July,Wednesday,Yes,Bhubaneswar,Varanasi,BHU-RAI-VAR,BHU,RAI,VAR,,1 stop,15:16,19:35,10h 30min,630,Domestic_Long,Limited seats,9135,14.5
TruJet,28-09-2019,9,September,Saturday,No,Mumbai,Chennai,MUM-GOA-GUW-PUN-CHE,MUM,GOA,GUW,PUN,3 stops,12:01,03:03,15h 45min,945,Domestic_Long,WiFi available,15734,16.65
TruJet,03-11-2021,11,November,Wednesday,No,Delhi,Varanasi,DEL-BHU-BAN-VAR,DEL,BHU,BAN,VAR,2 stops,12:15,22:17,3h 45min,225,Domestic_Long,In-flight meal not included,7622,33.88
TruJet,10-08-2021,8,August,Tuesday,No,Patna,Nagpur,PAT-NAG,PAT,NAG,,,non-stop,05:23,00:27,2h 45min,165,Domestic_Long,1 Long layover,5300,32.12
GoAir,10-10-2024,10,October,Thursday,No,Guwahati,Indore,GUW-CHE-KOL-IND,GUW,CHE,KOL,IND,2 stops,09:41,06:16,1h 45min,105,Domestic_Short,Red-eye flight,12549,119.51
Star Air,27-07-2021,7,July,Tuesday,No,Bangalore,Patna,BAN-IND-DEL-VAR-PAT,BAN,IND,DEL,VAR,3 stops,15:13,19:54,15h 0min,900,Domestic_Long,In-flight meal not included,13220,14.69
Star Air,15-02-2019,2,February,Friday,Yes,Guwahati,Delhi,GUW-HYD-DEL,GUW,HYD,DEL,,1 stop,11:07,09:39,5h 15min,315,Domestic_Long,Red-eye flight,11752,37.31
SpiceJet,11-08-2021,8,August,Wednesday,Yes,Cochin,Ahmedabad,COC-PAT-BHU-AHM,COC,PAT,BHU,AHM,2 stops,07:14,23:21,9h 45min,585,Domestic_Long,Limited seats,11347,19.4
Alliance Air,18-06-2021,6,June,Friday,No,Hyderabad,Kolkata,HYD-KOL,HYD,KOL,,,non-stop,22:25,02:49,6h 30min,390,Domestic_Long,No info,8223,21.08
IndiGo,23-05-2022,5,May,Monday,No,Surat,Delhi,SUR-RAI-KOL-DEL,SUR,RAI,KOL,DEL,2 stops,00:40,10:25,11h 0min,660,Domestic_Long,No info,7451,11.29
Akasa Air,03-05-2021,5,May,Monday,No,Hyderabad,Ahmedabad,HYD-KOL-SUR-AHM,HYD,KOL,SUR,AHM,2 stops,07:05,10:08,13h 30min,810,Domestic_Long,Red-eye flight,9923,12.25
Akasa Air,01-11-2021,11,November,Monday,No,Delhi,Bhubaneswar,DEL-CHE-BHU,DEL,CHE,BHU,,1 stop,12:42,23:11,4h 0min,240,Domestic_Long,WiFi available,7558,31.49
TruJet,19-06-2023,6,June,Monday,No,Chennai,Kolkata,CHE-KOL,CHE,KOL,,,non-stop,09:16,00:39,12h 0min,720,Domestic_Long,In-flight meal not included,5457,7.58
IndiGo,22-12-2020,12,December,Tuesday,Yes,Indore,Pune,IND-GUW-PUN,IND,GUW,PUN,,1 stop,02:30,20:14,14h 15min,855,Domestic_Long,WiFi available,7478,8.75
Star Air,09-04-2023,4,April,Sunday,Yes,Ahmedabad,Surat,AHM-SUR,AHM,SUR,,,non-stop,16:30,17:19,14h 45min,885,Domestic_Long,New aircraft,2986,3.37
IndiGo,23-04-2020,4,April,Thursday,No,Lucknow,Goa,LUC-CHE-PUN-NAG-GOA,LUC,CHE,PUN,NAG,3 stops,02:41,18:30,10h 15min,615,Domestic_Long,Limited seats,10908,17.74
Akasa Air,07-05-2019,5,May,Tuesday,No,Raipur,Indore,RAI-IND,RAI,IND,,,non-stop,10:22,05:13,7h 0min,420,Domestic_Long,1 Long layover,9413,22.41
Alliance Air,14-07-2024,7,July,Sunday,No,Jaipur,Patna,JAI-PAT,JAI,PAT,,,non-stop,23:31,18:14,4h 15min,255,Domestic_Long,No info,5225,20.49
AirAsia India,25-09-2020,9,September,Friday,No,Nagpur,Ahmedabad,NAG-RAI-PUN-AHM,NAG,RAI,PUN,AHM,2 stops,11:04,10:56,2h 30min,150,Domestic_Long,No info,4189,27.93
Star Air,22-01-2021,1,January,Friday,No,Delhi,Bangalore,DEL-CHE-BAN,DEL,CHE,BAN,,1 stop,04:33,06:07,4h 0min,240,Domestic_Long,New aircraft,7528,31.37
TruJet,01-09-2020,9,September,Tuesday,Yes,Delhi,Chennai,DEL-BHU-CHE,DEL,BHU,CHE,,1 stop,23:38,08:49,12h 45min,765,Domestic_Long,No info,8402,10.98
TruJet,11-08-2020,8,August,Tuesday,Yes,Guwahati,Kolkata,GUW-AHM-RAI-CHE-KOL,GUW,AHM,RAI,CHE,3 stops,11:57,20:32,7h 45min,465,Domestic_Long,New aircraft,7118,15.31
GoAir,23-06-2022,6,June,Thursday,No,Lucknow,Nagpur,LUC-KOL-DEL-NAG,LUC,KOL,DEL,NAG,2 stops,16:14,09:19,11h 15min,675,Domestic_Long,1 Long layover,10861,16.09
Star Air,01-03-2025,3,March,Saturday,No,Surat,Cochin,SUR-PUN-COC,SUR,PUN,COC,,1 stop,15:33,11:13,2h 30min,150,Domestic_Long,Limited seats,6485,43.23
Akasa Air,20-10-2021,10,October,Wednesday,No,Patna,Bhubaneswar,PAT-BHU,PAT,BHU,,,non-stop,03:31,00:45,13h 30min,810,Domestic_Long,WiFi available,5510,6.8
